Year,MasterGameID,GameName,EligiblePercentStandardGame,EligiblePercentCounterPick,DateAdjustedHypeFactor,AverageDraftPosition,TotalBidAmount,BidPercentile,CriticScore
2019,009e75bf-a578-4f82-887a-79eea96d9e97,Hollow Knight: Silksong,0.2163,0.0065,17.56250013,19.8049,2022,99.5,70
2019,0218aba0-71b9-4f59-a4ba-2be14906c4b3,Sable,0.1789,0.0228,13.609978510000001,24.9241,163,92.7,70
2019,02fef5a2-849c-4a98-a765-d3b1c4e85dad,Freedom Finger,0.0033,0.0033,0.26895,19.5,10,77,77.0000
2019,0485732a-cd5a-49ab-bf60-1f7e89012d54,Dying Light 2,0.2228,0.052,17.159476719999997,23.9826,346,95.5,70
2019,04de4731-436e-4aea-9cd5-2f9b9dd1bb8b,N1RV Ann-A: Cyberpunk Bartender Action,0.013,0,1.1006671,16.3333,31,84,70
2019,07a2937d-d32a-42d2-98f7-57316749166c,Hyper Jam,0.0081,0.002,0.5427,34,0,70.3,73.6667
2019,0812c4e2-659d-4462-9b7e-b9f062584b94,Rage 2,0.7085,0.1325,58.20462115,18.8481,450,96.6,70.4063
2019,0874a4a2-b689-4cf1-a538-c969778548c4,Katana Zero,0.1176,0.0053,7.70933856,35.4444,397,96,84.3750
2019,0923561a-43db-4f9b-b53c-02ab09cc9b0a,Boneworks,0.0146,0.0016,1.1096,25,110,91,70
2019,0b38340c-884c-4980-9d75-87c806e60f83,Chicory: A Colorful Tale,0.0065,0,0.2405,64,77,88.9,70
2019,0bbb6f19-91ed-4f77-b34c-35437a2b6d1a,Panzer Dragoon: Remake,0.026,0.0016,0.858,68,173,92.9,70
2019,0c257c45-1138-4be5-8fca-b867078e6229,The Dark Pictures: Man of Medan,0.1333,0.013,9.632580760000002,29.2222,554,97.6,70.6860
2019,0c60b7c8-95c9-488d-bade-43109014720f,Wolfenstein: Youngblood,0.6667,0.0569,53.76280140000001,20.8766,1341,99.1,66.2979
2019,0c912ca4-104e-4a1e-865a-e7aaf20587e8,The Artful Escape,0.0146,0.0033,0.99572,32.8,7,75.6,70
2019,0d2af8f8-809b-4869-ab2c-8f052cc3f09e,Bee Simulator,0.0179,0.0016,1.6587339300000001,8.3333,131,92.1,58.4091
2019,0dbe1dbf-59ba-44bd-b255-acfecb5345ca,Killer Queen Black,0.1398,0.0049,9.79706112,31.4186,604,98,81.9412
2019,0e011c8f-06c7-4f20-a32c-9c578b5e0dcd,Mortal Kombat 11,0.9234,0.0624,83.53713546,10.5331,151,92.4,82.4510
2019,0e3c52d7-78b2-489a-abf5-b2a6acce2c77,Solar Ash Kingdom,0.0065,0,0.637,3,17,80.3,70
2019,0ee87933-446b-44a2-80ce-8208a898301c,Sunless Skies,0.0022,0,0.154,31,0,70.3,85.4444
2019,10ba8f99-0447-4f8b-99aa-5e2fa048b124,Football Manager 2020,0.149,0.0086,5.6374394400000005,34.3636,148,92.4,85.5238
2019,10bfd048-a156-4b89-84d9-c18c68d3d4c6,Vlambeer Arcade with ULTRABUGS,0.0049,0,0.41159999999999997,17,8,75.7,70
2019,1170866e-5aab-4db0-bfb5-09de1a4d544d,Mount & Blade II: Bannerlord,0.0455,0.013,3.4517938000000004,25.1364,79,89.2,70
2019,1176a4da-a749-4fac-bf7a-bc33e3e9e320,F1 2019,0.0344,0.0029,1.59386552,54.6667,187,93.2,85.5556
2019,12075570-8059-4b84-b520-9580f926fba6,Indivisible,0.1626,0.0163,11.821480910000002,28.7857,476,96.9,78.4576
2019,13426d7c-c046-4ef6-83e0-7564585f14a6,Police Stories,0.0098,0,0.4704,53,11,77.9,73.7500
2019,136dfc6a-c954-49d0-b079-b0899a2608b5,Atomic Heart,0.0699,0.0098,5.36542614,24.2414,201,93.5,70
2019,13f5e88e-a395-4585-86b2-b30d8fc41483,Dimension Drifter,0.0033,0.0016,0.23925,28.5,0,70.3,70
2019,1432d78b-e1b0-4fff-ab72-57e14219de58,Doraemon: Story of Seasons,0.0065,0,0.5395,18,60,88.3,74.7727
2019,14e1e5c8-f855-437b-b4f3-faec635c1f4d,One Finger Death Punch 2 (Switch),0.0196,0,1.5288,23,25,83,70
2019,1510ddae-f53f-4718-8938-06e244793c09,Griftlands,0.0098,0.0016,0.6076,39,10,77,70
2019,163f61f3-ebbb-4bc6-80f4-c096c02a19b3,Stormland,0.0309,0.0016,2.0960489700000005,33.1667,81,89.5,79.8750
2019,17188140-92d5-4d73-b046-ed378eda94b7,Sparklite,0.0065,0,0.4355,34,6,75,72.4667
2019,178a9c28-eb0a-48da-8e17-0baf91d88197,Vampire: The Masquerade – Bloodlines 2,0.0033,0.0016,0.21615,35.5,0,70.3,70
2019,17a5f82e-2fcd-42da-8e6b-95758710dc58,Sakuna: Of Rice and Ruin,0.0569,0,3.115275,46.25,647,98.3,70
2019,18bfc37e-d756-4356-8bb6-0e61e1354954,The Touryst,0.0228,0,1.7442,24.5,142,92.2,80.6250
2019,18f3d34e-7444-437d-a4d1-c235cf3c6de2,Jenny LeClue,0.0325,0.0033,2.19104275,33.5833,72,88.6,70
2019,1909c970-8993-49c6-85a5-6bf5a1fb7450,Days Gone,0.7353,0.2487,62.94484178999999,15.3957,370,95.7,71.4894
2019,19b295d0-27b6-4753-80b9-201b19cf9b58,Greedfall,0.0439,0.0016,3.8012,15,588,97.9,74.3099
2019,1a47f5d2-91dc-4332-92a2-37da3c748ec0,Temtem,0.0146,0,0.9636,35,107,90.9,70
2019,1ac11b5a-9cb2-4106-8035-d1a4de0745fa,Living Dark,0.0016,0,0.1504,7,0,70.3,70
2019,1b4c93c4-acaf-4eb4-b422-238341e7fe8d,Out of the Park Baseball 20,0.0143,0,0.8079500000000001,44.5,5,74.3,70
2019,1b70b9a1-737b-4845-a25d-4ef4a8449e21,Blood & Truth,0.0273,0.0091,1.1466,59,35,84.9,80.5741
2019,1ba378f6-c771-40d4-95cb-0c47b27cc1b4,Blair Witch,0.1138,0.0146,8.96426412,22.7778,975,98.7,68.7031
2019,1bbe7785-3cf4-4363-8744-06bb7c9db208,MediEvil,0.2661,0.0529,19.296837000000004,28.97,1040,98.8,68.4038
2019,1bc02877-a443-44e8-bb37-d14624737669,Digimon Survive,0.052,0.0179,3.4861683999999995,33.9583,63,88.3,70
2019,1c8c049d-9e14-472f-80fe-90f9d8459ec6,Druidstone: The Secret of the Menhir Forest,0.0035,0,0.3535,,40,85.8,80.0000
2019,1c98e3aa-f1b2-44c2-959e-de326e9877bc,Medal of Honor: Above and Beyond,0.0016,0,0.16160000000000002,,18,70.3,70
2019,1cd79a56-65b3-4e12-9c62-1828fd4f5f39,Ace Combat 7: Skies Unknown,0.3043,0.0217,26.49944819,13.9167,25,83,80.7531
2019,1d2049bf-4f4e-48e3-a690-ff0dcfad308d,Beyond a Steel Sky,0.0065,0.0016,0.55683355,15.3333,0,70.3,70
2019,1d54cdd6-1d72-472b-9bcb-f2c946c78b1d,Kuukiyomi: Consider It,0.0016,0,0.16160000000000002,,0,70.3,70
2019,1d73f0e1-5d4b-425f-82f1-9c6ad39cb84d,Lost Ember,0.0228,0.0065,1.2519274800000002,46.0909,18,80.8,74.1053
2019,1d82614c-be3d-49f2-b09f-f45c3d077601,Omno,0.0195,0.0016,1.3812493500000003,30.1667,0,70.3,70
2019,1e1421a3-fece-4bf0-86f3-36a2e4d3cf86,The Witcher 3: Wild Hunt (Switch),0.1569,0.0196,10.90455,31.5,231,94.1,84.6429
2019,1e66ae76-12ab-462e-982e-2fc2e964ea29,The Legend of Zelda: Link's Awakening,0.7748,0.0061,70.80913980000001,10.3585,13050,99.9,86.7303
2019,1e9b5ae8-6f20-4725-b850-d4d0915098ea,Good Company,0.0033,0,0.3069,8,2,72.6,70
2019,1ee05e1c-9518-4b38-9d30-e852130c4f9c,Skull & Bones,0.1919,0.0683,13.90989069,28.5149,290,94.9,70
2019,1f0c5474-2f3d-4e76-9c22-02853dedb3dd,Sky (thatgamecompany),0.0163,0,1.2062,27,39,85.6,70
2019,1f5ef0c8-5cf2-400e-b313-433c69e03ac6,Inmost,0.0374,0,2.39858542,36.8667,34,84.6,70
2019,20c2d8d5-4b77-43da-97eb-a81ae432f5dc,13 Sentinels: Aegis Rim,0.0081,0.0033,0.6885,16,1,71.9,70
2019,20d358b0-c3bc-49ba-aba2-a2b05249ab78,Dragon Ball Z Kakarot,0.0715,0.0065,5.1969202999999995,28.3158,234,94.2,70
2019,218b29e3-f031-40c6-8951-5e0ab1a66750,Creaks,0.0033,0,0.2211,34,0,70.3,70
2019,21b752f6-d55a-40fc-a329-297c77782682,Biomutant,0.265,0.0618,19.9177445,25.8387,368,95.7,70
2019,221db024-6408-45ce-933f-21902aa4d1b6,Return of the Obra Dinn (Console),0.0196,0,1.9796,,36,85.1,70
2019,224b962e-4046-4ef1-90c7-b3afb44d2e3f,Telling Lies,0.0309,0.0016,1.75715,44.5,376,95.8,79.1786
2019,22be2780-9bdc-4953-8321-d7a9779b74d6,Pikmin 4 (Unannounced),0.0472,0.0244,3.5235838399999997,26.3478,36,85.1,70
2019,22ed7bbb-323b-48c9-86da-90b70c53cc41,Away Journey to the Unexpected,0.0023,0,0.1265,46,0,70.3,59.0000
2019,256036de-c1cb-44c9-8471-fbf6f1709b50,Pokémon Sword and Shield,0.9187,0.0715,83.03247348,10.6196,543,97.4,79.9868
2019,26b4b0ee-5d81-4c76-b547-496220ba359b,Ghost Recon Breakpoint,0.252,0.0163,20.94679124,18.4348,2479,99.6,57.3448
2019,26b6b41a-5eaa-48b3-a37a-c4a355492044,Dead By Daylight (Switch),0.22,0.1,12.705,43.25,4,73.4,66.0556
2019,26c5f178-7489-4769-aa25-a5be93f080ce,WRATH: Aeon of Ruin,0.0049,0,0.1519,70,23,82.5,70
2019,26e310ac-9fb7-4f99-86b1-510ee773a9a2,Halo: Master Chief Collection (PC),0.1373,0,9.473700000000001,32,78,89.1,70
2019,27691c00-8691-4804-98c8-e101422cec79,Age of Wonders: Planetfall,0.1073,0.0049,6.9576948000000005,36.5769,541,97.3,80.9565
2019,285647a4-0ae0-4753-bee4-5bcdc74a1fe1,Skellboy,0.0049,0,0.3822,23,85,89.6,70
2019,2901d697-f619-47c1-a7b1-086ee8378dd8,Neverwinter nights: Enhanced Edition (Console),0.0392,0,3.9592,,18,80.8,70
2019,2925234d-8595-4e1b-b396-1079555ad598,Conan Unconquered,0.0069,0,0.414,41,7,75.6,69.5556
2019,29e1e64e-a9c5-4dd2-ae87-250bbff08cfe,Cuphead: The Delicious Last Course,0.3707,0.013,29.24689548,22.1036,413,96.1,70
2019,2b38f08d-be73-4b0f-a0a6-48f06fc799ee,BoxBoy & BoxGirl,0.0693,0.0071,4.97660625,29.1875,114,91.2,79.8929
2019,2dd45c58-1e61-40f6-b42a-7382fe191674,Yo-kai Watch 4,0.013,0,0.9273329,29.6667,17,80.3,70
2019,2ddbc26c-058e-463a-b6dc-ea60b7c7d09d,The Last of Us Part II,0.7431,0.2374,66.59922285,11.3765,696,98.3,70
2019,2e517417-89ee-4d3b-aff8-a75009ebb2d2,Bloodroots,0.013,0.0033,0.7973329,39.6667,125,91.7,70
2019,2ef7930d-a70a-4fac-b4cc-5c0e30ba207a,The Surge 2,0.1122,0.0163,7.874775,31.25,647,98.3,76.5250
2019,3108f832-9955-4d66-a888-5cccfad0b089,Shin Megami Tensei V,0.0683,0.0228,5.10162752,26.3056,7,75.6,70
2019,314c358f-fc10-45a9-b26b-3aae4681331e,Draugen,0.0035,0,0.3535,,20,81.3,70.8571
2019,314d0d6e-79b5-43b2-b17c-9a758209942d,Session,0.013,0.0049,0.8038329,39.1667,17,80.3,70
2019,322bf891-2d3c-462d-9447-2c16b00600aa,Shantae and the Seven Sirens,0.0293,0.0016,2.23266,24.8,192,93.3,70
2019,33662029-3b82-40df-bf78-7f59b3eef61c,Borderlands 3,0.587,0.0146,53.47905000000001,10.74,8768,99.8,79.8817
2019,3487b6e1-e9e1-49b7-949b-72f947bdb121,Doom Eternal,0.8911,0.0504,78.91002385,12.4465,1310,99.1,70
2019,34939817-f43f-4843-baa0-880532da541d,Spelunky 2,0.3528,0.0195,27.82050264,22.1437,345,95.5,70
2019,36828090-5fff-4219-9bd5-16a63ba7c59b,MechWarrior 5: Mercenaries,0.098,0.018,7.306814240000001,26.1351,237,94.3,71.7917
2019,36bba330-5ff0-44c5-83b1-ac2f4c06ebe4,Nioh 2,0.2699,0.0358,20.192433549999997,26.1855,476,96.9,70
2019,36f192bd-2e01-46a7-8c18-1f1bea621ee5,Babylon's Fall,0.0911,0.0276,6.1560825,33.425,128,91.8,70
2019,37b29d48-a4d0-401b-8bb4-854e2bdcedbb,Kentucky Route Zero TV Edition,0.0049,0.0016,0.28665,42.5,0,70.3,70
2019,3818fee9-72de-4210-a99f-177470a95591,Daymare: 1998,0.0033,0,0.2112,37,30,83.7,58.4118
2019,382b8953-3c2a-4cae-ae79-eff41c652935,Sayonara Wild Hearts,0.0878,0.0179,6.182642960000001,31.0606,240,94.4,85.0000
2019,3832af91-2afa-44bd-8275-b96f97dccdf8,SolSeraph,0.0033,0,0.3333,,11,77.9,55.2581
2019,393b0c16-cd37-47e6-b81b-85c7ecbe224e,Afterparty,0.1415,0.0098,8.98106565,36.119,553,97.5,74.7692
2019,39fff1d8-f67b-46e1-8a8b-e64a78362729,Sid Meier's Civilization VI: Gathering Storm,0.0296,0.0042,2.4716,17.5,72,88.6,82.4783
2019,3a6cf8b5-a6ef-4d3e-ad4a-76fd45545a23,Yooka-Laylee and the Impossible Lair,0.039,0,2.18115,45.5,426,96.5,82.4231
2019,3b410fb2-1c6c-466b-8662-9b090b9f32f6,Paranoia: Happiness is Mandatory,0.0033,0,0.3333,,5,74.3,58.3333
2019,3bcb4866-8334-4dbc-8412-fd77e5db1d6e,Streets of Rage 4,0.0797,0.0146,5.73156971,29.0857,124,91.6,70
2019,3c17437d-bd8d-4b88-a9d3-5aea91ecb3f7,XIII (remake),0.0114,0,0.62320038,46.3333,47,86.6,70
2019,3c6a1828-7d78-4063-a00e-5fbcdcd1710d,Blasphemous,0.0504,0.0033,3.23466,37.2,380,95.9,79.0600
2019,3cc1655b-4da2-4dbb-ae80-250b0008597d,Stela,0.0033,0,0.3333,,9,76.2,71.3333
2019,3dd12056-f932-4e15-bd75-5a6d0517d425,Desperados III,0.0472,0.0081,3.38403704,29.3043,76,88.8,70
2019,3dd4d26a-71cb-4f49-8d71-2dfd8367dd73,NHL 20,0.0774,0.0029,5.153547420000001,34.4167,41,85.9,78.8750
2019,3ea0b129-cda6-4b0a-882f-7b3b925afdc8,Anthem,0.7201,0.3327,62.69601056999999,13.9343,333,95.3,60.9808
2019,3f4f9641-d20f-4b3d-8147-f963a2d24bd7,Mosaic,0.0065,0,0.4095,38,11,77.9,70
2019,40c87987-ccb0-49f1-aa6f-d25dafd30b98,The Elder Scrolls Online - Elsweyr,0.0173,0,1.73,1,158,92.6,77.7368
2019,4158f836-f257-4189-84e9-a17f7004b2f7,Dark Crystal: Age of Resistance Tactics,0.0341,0.0016,2.9667,14,187,93.2,70
2019,41f128ce-e4cc-4de5-b185-3ea23509a5b0,Age of Empires II: Definitive Edition,0.0316,0,1.6432000000000002,49,80,89.4,83.3333
2019,424f9abf-1dac-4944-9e6d-4d87ff574241,Espire 1: VR Operative,0.0016,0,0.16160000000000002,,5,74.3,70
2019,4263353b-cda7-42ad-9a6d-3bb625024e15,Tropico 6,0.1982,0.0436,14.95258458,25.5581,216,93.8,79.3333
2019,43a1bb3a-db4e-4e20-91c1-049de8d36c71,MLB The Show 19,0.2226,0.0097,16.151856,28.44,71,88.4,85.5714
2019,4506ed9d-d7e1-4d93-b0c3-c238042845eb,Samurai Shodown,0.0439,0,3.07632,31.4,460,96.8,80.0000
2019,454f9e8a-8479-4d07-9759-16ab19cd3ade,The Elder Scrolls: Blades,0.0439,0.0195,3.21689542,27.7222,52,87.1,70
2019,46441f32-d3a4-4518-b1a4-cad0628454bb,Gato Roboto,0.0035,0,0.3535,,32,84.4,74.4483
2019,46bd936b-cb5e-4265-a736-88025219aff7,Death Stranding,0.8211,0.1837,69.17883,16.892,12990,99.9,82.9348
2019,46d5ec61-d2c4-49a2-a974-29e85169548b,Power Rangers: Battle for the Grid,0.0052,0.0017,0.312,41,5,74.3,59.0952
2019,4782bcdf-9408-4c46-86b1-18d132c10c9f,Praey for the Gods,0.0065,0,0.45499999999999996,31,13,78.8,70
2019,47885fc6-6b65-4fa0-993b-278e41ded92c,Risk of Rain 2,0.0016,0,0.1424,12,1,71.9,83.6667
2019,47df2247-26a0-4011-95b8-4be508e7e819,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,0.3474,0.0105,27.140625,22.875,278,94.6,92.1429
2019,48ea3a3e-f434-4d24-9f79-fb45bdd491e0,Five Nights at Freddy's VR: Help Wanted,0.0035,0.0017,0.259,27,0,70.3,79.8571
2019,4901391a-5528-4dd9-ba32-25d947da8a02,Ymir,0.0163,0.0065,1.2225,26,6,75,70
2019,4a2d3f95-005e-4947-bbcd-45c2c0fc9731,ToeJam & Earl: Back in the Groove,0.063,0.0295,4.6746,26.8,86,89.7,72.1905
2019,4a9a0031-4732-470d-a845-d0847f90c5e5,Ikenfell,0.0033,0,0.2442,27,0,70.3,70
2019,4ad6a104-08ad-4700-8244-4d31812e638a,Disco Elysium,0.0455,0.0033,3.206,31,319,95.1,91.7021
2019,4b5ea5c7-a65e-4197-aa40-c21f2c7d4fd5,Riverbond,0.0016,0,0.16160000000000002,,15,79.7,66.3333
2019,4bedbb24-f820-4662-81ce-061ce0d326d4,Pro Evolution Soccer 2020,0.0401,0.0029,2.33248467,42.8333,104,90.7,81.2708
2019,4f38ccf6-3e19-4b14-99c4-9b7abadf6003,Divinity: Fallen Heroes,0.0276,0,1.79952,35.8,426,96.5,70
2019,4fa4860c-d1b8-41ab-bbb3-18b3a5ff961b,Team Sonic Racing,0.1678,0.0548,12.97573908,23.6714,254,94.5,74.0122
2019,50750e8a-60cd-4f52-8122-a97d756e06ac,Warcraft III: Reforged,0.8762,0.0792,70.45121148,20.5946,451,96.7,70
2019,50c310f5-3fc0-445d-95a9-5cae1013e7df,Darksiders Genesis,0.0439,0,4.4339,,356,95.6,79.4386
2019,50f3e5f8-5453-4656-b6d2-224820b33d0c,Monster Crown,0.0033,0,0.3333,,32,84.4,70
2019,51866f6e-528a-4b54-9416-1f98e6679114,Vane,0.1,0,8.35,17.5,0,70.3,50.4468
2019,51a6ffd4-81de-46a2-b582-9fa4c49a166b,Super Mario Maker 2,0.7463,0.0163,69.7872312,8.099,13996,100,87.9221
2019,51adf4c0-46ca-4ec8-9576-e8290e1fde60,Dragon Marked for Death: Advanced Attackers,0.0152,0.0025,1.0032,35,0,70.3,70.5882
2019,5207ed8c-0c8f-496a-8b87-606ba7a3abd9,Neo Cab,0.0114,0.0016,0.851,27,35,84.9,75.1786
2019,525e7a16-5754-44c3-a41a-c36e0781c5d3,Code Vein,0.3041,0.0813,23.25395785,25.0315,727,98.5,74.5000
2019,52aad77d-105e-4c39-8026-4e34d582453b,At the Gates,0.0083,0.0041,0.56025,33.5,0,70.3,66.4286
2019,52d37dfc-bd31-4466-a50c-51da18cce873,Iron Marines,0.0033,0,0.3333,,13,78.8,70
2019,53b2a952-5074-42dc-859c-add858fe8214,Sigil,0.0033,0,0.3333,,14,79,70
2019,53c4f927-e5ba-4c91-9f24-0ade05eb709a,Trüberbrook,0.0039,0,0.3939,,3,73.1,65.2727
2019,53f8a29f-eea2-438f-b418-3ad7638cf9f1,Decay of Logos,0.0049,0,0.4949,,36,85.1,37.5714
2019,55e686ff-6551-4154-80bd-f01e0b345f16,Empire of Sin,0.0016,0,0.12000000000000001,26,0,70.3,70
2019,55f299dd-46a4-4987-afa8-9398b075b3f0,Phoenix Wright: Ace Attorney Trilogy,0.1158,0.0105,8.607796140000001,26.6667,6,75,82.2679
2019,56456cc9-d23e-4c6e-a28c-853ac6e234dc,The Settlers,0.039,0.0033,2.6078013,34.1333,77,88.9,70
2019,56d0766c-8c84-4731-95ca-30ffe8b6312f,Harvest Moon: Mad Dash,0.0016,0,0.14400000000000002,11,0,70.3,70
2019,56e9f0f7-449a-42d2-b522-ec67dff376ab,Anno 1800,0.1896,0.0304,14.366788320000001,25.2258,222,93.8,81.2895
2019,574dcc66-4f0a-47ea-82d4-061eadb6aa31,Audica,0.0033,0,0.3333,,7,75.6,75.0000
2019,5774d3d2-9639-4c20-aa70-4445af33939e,Final Fantasy 7 Remake,0.1455,0.0612,11.077729799999998,24.8644,612,98.2,70
2019,577cb8d0-a6dc-4675-b187-9a9fa036e5c9,SteamWorld Quest: Hand of Gilgamech,0.1652,0.0107,11.96198332,28.5909,424,96.3,81.5385
2019,57d0d2b0-8d49-4c70-8809-5fe088910915,Cyberpunk 2077,0.4374,0.2228,36.26181594,18.0969,711,98.4,70
2019,5b3fdd87-4736-47e5-8cb3-f587541fa2d7,Assassin's Creed III Remastered,0.0225,0,1.305,43,0,70.3,68.9231
2019,5cb99e91-9c7f-458c-87fa-325a2240cbc5,YU-NO: A girl who chants love at the bound of this world,0.0049,0.0016,0.27540000000000003,47,46,86.5,68.7500
2019,5cef29bb-4fbb-4f21-8273-eaea90a4ecfe,Age of Empires 4,0.0472,0.0098,3.26554144,31.8148,16,79.9,70
2019,5d372490-cc68-4cdb-b276-7387108e2091,Contra Rogue Corps,0.0244,0.0033,1.4128341500000001,43.3333,152,92.5,51.6667
2019,5d788054-2076-4fc4-a431-75e31f616ddd,Total War: Three Kingdoms,0.4523,0.0512,35.86435959,21.7067,417,96.2,84.4118
2019,610d2269-cb13-41e1-8f89-48844750b1f9,Moons of Madness,0.0195,0,1.568,21,57,87.8,70.9524
2019,6219772a-5aeb-482d-8480-81656a912ffc,Knights and Bikes,0.0195,0.0016,1.0191999999999999,49,87,89.8,79.4074
2019,621e85b6-c055-47e3-ba87-27c49fe8259f,Phoenix Point,0.1642,0.0098,11.84249808,28.8776,483,97,74.9600
2019,630580a9-82ca-4b8a-b03b-91396f2645ce,Gears Tactics,0.0195,0.0049,1.1675625,41.125,12,78.1,70
2019,6310f42b-a637-431e-ad6c-56fa995ddd2a,Red Dead Redemption 2 (PC),0.0392,0,2.3127999999999997,42,30,83.7,70
2019,63d6c313-6cb3-4c56-b868-fc79f48e4f30,Conan Chop Chop,0.0146,0,1.2118,18,56,87.6,70
2019,640ae79e-ef61-4207-834d-39e4f5305a58,Plants vs Zombies: Battle for Neighborville,0.0049,0,0.4949,,15,79.7,75.0000
2019,641295f1-0b64-4b3d-8e88-5c90cb739b94,Double Kick Heroes (Switch),0.0016,0,0.062400000000000004,62,0,70.3,70
2019,64673c27-a33e-4e42-b377-67413efbf976,Ice Age: Scrat's Nutty Adventure,0.0016,0,0.16160000000000002,,10,77,52.5455
2019,64b7d48d-37da-44e1-8450-6aaa001aca16,Mineko's Night Market,0.0504,0.0033,3.5740152,30.087,88,89.9,70
2019,64bd4ec2-2dc6-4057-97b8-cfe8ddd58767,Paper Beast,0.0049,0,0.3136,37,38,85.5,70
2019,64c0161a-7e95-47d0-83a1-f1ef0398178b,Ancestors: The Humankind Odyssey,0.0602,0.0065,4.3063875000000005,29.9375,249,94.4,66.2540
2019,64ef0523-8d2c-46d6-a742-f4e17e4c7af7,Granblue Fantasy Versus,0.0081,0,0.7128,13,77,88.9,70
2019,659ec728-48a3-4e04-a922-9d078781e2cc,Tunic,0.1008,0.0146,7.23614976,29.2128,58,88,70
2019,660c4069-6d26-4317-975e-48cfb60268ed,Eastward,0.0065,0,0.54925,16.5,22,82.1,70
2019,6655a854-1910-460c-91bc-273dc5d7c36a,Blaster Master Zero 2,0.0018,0,0.09,51,0,70.3,83.8750
2019,66684b36-25e4-4ece-8b56-b090057bf1b3,Valfaris,0.0033,0,0.2013,40,0,70.3,80.8276
2019,671017f7-4079-4d98-81f6-1c803d62b8dc,Blacksad: Under the Skin,0.0293,0,2.0412343099999997,31.3333,168,92.8,61.5455
2019,67f5eedc-1df1-4491-a7ee-33e08ae40452,EITR,0.0081,0,0.41309999999999997,50,22,82.1,70
2019,68481ef6-4e92-4289-9923-6ec555c72a28,Shenmue III,0.5577,0.2488,44.98709358,20.3346,862,98.7,69.1077
2019,68522e41-ce4d-4010-9f0f-01aaba29a715,Resident Evil 0 (Switch),0.0392,0,2.1168,47,0,70.3,70
2019,68f0ce9e-828c-49b2-b713-99a510ab633d,Crash Team Racing Nitro-Fueled,0.6126,0.0771,51.5794816,17.484,611,98.1,83.4937
2019,69592626-5a0b-4018-800d-1e0fa6b744a9,Outward,0.046,0.0037,3.404,27,211,93.6,64.1333
2019,69be65a6-8fc8-475d-91b6-e072095fe397,Final Fantasy 7 (Switch),0.1667,0.0208,13.03594,22.8,21,81.8,81.2778
2019,6c755a06-d047-4949-bdaa-ff08811ec854,Soundfall,0.0016,0,0.11520000000000001,29,0,70.3,70
2019,6dcb0f0c-5968-4170-9946-2f0486179e8d,Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,0.0105,0,1.0605,,13,78.8,70
2019,6e8fabca-6844-4bc0-9779-0f3465dd1df8,Super Monkey Ball: Banana Blitz HD Remix,0.0099,0.005,0.64,37,10,77,63.3243
2019,6f09518d-4f98-4149-9759-04dc6ca400a5,Windjammers 2,0.0114,0,0.9063,21.5,21,81.8,70
2019,70015711-23f4-4908-a9e8-82eb0b260850,Overland,0.013,0,1.3231000000000002,,250,94.5,71.7000
2019,7185ab79-989a-4a6d-b753-1deefbcc1eea,Dr. Mario World,0.0049,0,0.4949,,13,78.8,70
2019,71e760ef-cb18-40a9-a5dd-58b1f5abbbb0,The Legend of Heroes: Trails of Cold Steel,0.02,0,1.48,27,0,70.3,79.4375
2019,733c3fd8-8e8d-4702-acbb-2dc9864ccaab,Heaven's Vault,0.0035,0,0.3535,,31,84,74.9130
2019,744239d3-137d-4d37-8cc4-517db6c7e109,Daemon x Machina,0.1837,0.0504,13.45288024,28.2424,726,98.5,70.3390
2019,7442ad0b-964b-4b98-a630-54975f5461e8,Mordhau,0.0017,0,0.1717,,20,81.3,82.6250
2019,7484f4d8-16e0-44fc-9d3f-e5ce89cf7b86,Super Meat Boy Forever,0.5707,0.0618,45.30541899,21.6143,571,97.7,70
2019,769410f0-e7c7-4fe6-9a9b-538525299a4b,Trials Rising,0.3901,0.0337,30.75805866,22.1534,444,96.6,79.6818
2019,76f9f2f7-a9d1-4dbb-baaf-29f0a0909c56,Slay the Spire,0.24,0,18.079992,25.6667,0,70.3,88.7667
2019,77030508-c80c-4adb-a869-95cc1fbe3f76,Atelier Ryza: Ever Darkness & the Secret Hideout,0.013,0.0016,0.4847,64,283,94.8,80.5714
2019,779e2794-6331-4bf6-af5c-a65b27610aea,Noita,0.0049,0,0.294,41,22,82.1,70
2019,78ad3e65-471e-490d-87b1-dfd9ca428076,Dreams,0.5252,0.1187,42.44886984,20.1758,227,94.1,70
2019,78d4c0ba-b95a-414a-9339-2cc28823d63e,Later Alligator,0.0049,0,0.3675,26,0,70.3,70
2019,7932c00e-99eb-471e-bdbe-cf9dd4ac1af1,Cyber Shadow,0.0195,0.0016,1.25775,36.5,32,84.4,70
2019,7bd89439-367b-41e4-9c2f-de7fa6e53c3d,Tunche,0.0016,0.0016,0.1312,19,0,70.3,70
2019,7c952cb3-6404-41fa-8cbf-dcfc7101eb83,Dangerous Driving,0.0108,0,1.026,6,33,84.5,64.3696
2019,7d9eb431-476f-496e-abc9-3a027778e6a4,Wasteland 3,0.1073,0.0114,7.8434154000000005,27.902,78,89.1,70
2019,7edca1a9-d751-4236-9306-2622b76350b7,Proxi,0.0016,0,0.10880000000000001,33,0,70.3,70
